Unité	F	f_1 - 5	Score	f_6 - 7	Score	f_8 - 10	Score
"flore"	6	2	0.4878	0	-1.1038	4	0.5584
"local"	9	0	-0.8339	5	0.7854	4	-0.2281
"Si"	20	2	-0.6355	11	1.3153	7	-0.6632
"prêter"	11	1	-0.461	4	0.2507	6	0.3984
"escouade"	3	0	-0.278	2	0.5601	1	-0.2549
"membre"	25	1	-1.4747	8	-0.3128	16	1.2428
"stupide"	11	0	-1.0192	5	0.4955	6	0.3984
"gueuler"	8	2	0.3248	4	0.5473	2	-0.7006
"coéquipier"	2	1	0.4593	0	-0.3679	1	0.148
"mage"	2	0	-0.1853	0	-0.3679	2	0.6696
"médecin"	4	0	-0.3706	1	-0.2431	3	0.5874
"optimiser"	8	2	0.3248	1	-0.7541	5	0.5453
"aptitude"	9	2	0.2679	1	-0.8963	6	0.7306
"utilisable"	6	0	-0.5559	4	0.9493	2	-0.3806
"lépreux"	2	0	-0.1853	0	-0.3679	2	0.6696
"attaquer"	74	15	0.3423	30	0.7773	29	-0.8702
"ligne"	57	3	-2.5839	31	2.7824	23	-0.6503
"trou"	29	9	1.0524	15	1.3723	5	-2.9648
"cul"	26	7	0.6575	10	0.3904	9	-0.7953
"primordial"	12	3	0.3834	3	-0.4444	6	0.2936
"lire"	38	12	1.3204	12	-0.3738	14	-0.8004
"qualifier"	14	0	-1.2971	4	-0.3591	10	1.2836
"initiative"	9	1	-0.3369	1	-0.8963	7	1.2349
"suffisamment"	31	3	-0.894	9	-0.4807	19	1.1735
"débrouiller"	3	2	1.0153	0	-0.5519	1	-0.2549
"aisance"	8	1	-0.2785	1	-0.7541	6	0.9965
"déconcertant"	3	0	-0.278	0	-0.5519	3	1.0045
"table"	11	4	0.8413	1	-1.191	6	0.3984
"troll"	3	1	0.3254	1	-0.1399	1	-0.2549
"plaisant"	42	3	-1.5609	15	0.3066	24	0.9832
"correct"	43	15	1.9428	12	-0.642	16	-0.8246
"escient"	3	0	-0.278	0	-0.5519	3	1.0045
"burne"	6	4	1.834	0	-1.1038	2	-0.3806
"rédiger"	5	3	1.2836	1	-0.3591	1	-0.6238
"succès"	32	9	0.836	10	-0.3701	13	-0.4898
"précédent"	47	8	-0.3594	11	-1.153	28	1.3361
"nombre"	78	11	-0.8016	29	0.4549	38	0.4286
"incalculable"	3	2	1.0153	1	-0.1399	0	-0.809
"lambda"	4	2	0.7726	0	-0.7359	2	0.2011
"échec|échecs"	7	2	0.3963	1	-0.6164	4	0.3782
"moderne"	28	6	0.34	6	-0.9955	16	0.7771
"décevoir"	81	13	-0.5418	31	0.5612	37	-0.2976
"review"	4	2	0.7726	1	-0.2431	1	-0.4311
"positif"	40	12	1.1663	14	0.2721	14	-0.9939
"commander"	5	2	0.6079	2	0.2498	1	-0.6238
"importance"	17	3	-0.2351	4	-0.6066	10	0.672
"visiblement"	9	3	0.6176	5	0.7854	1	-1.4853
"lire|liser"	5	1	0.1832	4	1.2886	0	-1.3484
"lettre"	16	6	1.1592	4	-0.5188	6	-0.4837
"lecture"	15	3	0.2427	4	-0.4362	8	0.4158
"tellement"	128	34	1.5833	35	-1.293	59	-0.2828
"inintéressant"	36	13	1.8809	17	1.1027	6	-3.7055
"soupe"	6	2	0.4878	1	-0.4842	3	0.2338
"référence"	30	6	0.2763	9	-0.4226	15	0.389
"rigueur"	8	3	0.7305	3	0.2511	2	-0.7006
"innover"	8	2	0.3248	3	0.2511	3	-0.349
"pathologie"	2	1	0.4593	1	0.2431	0	-0.5394
"retour"	49	15	1.4216	13	-0.8189	21	-0.4311
"atteindre"	63	9	-0.6874	21	-0.32	33	0.7036
"pieux"	3	1	0.3254	0	-0.5519	2	0.3527
"extrême"	11	3	0.448	4	0.2507	4	-0.4382
"bref"	46	15	1.6629	12	-0.8343	19	-0.5219
"connerie"	8	2	0.3248	2	-0.3575	4	0.2579
"incidence"	2	1	0.4593	0	-0.3679	1	0.148
"vider"	8	5	2.06	2	-0.3575	1	-1.2606
"uniquement"	29	10	1.4139	10	-0.2345	9	-1.1486
"campement"	14	1	-0.6607	5	0.2498	8	0.5365
"payer|payer"	22	4	-0.2363	8	0.2943	10	-0.2542
"diminuer"	18	3	-0.2714	9	0.8871	6	-0.7104
"batiments"	3	1	0.3254	1	-0.1399	1	-0.2549
"évidement"	4	4	2.8658	0	-0.7359	0	-1.0787
"coute"	3	1	0.3254	0	-0.5519	2	0.3527
"exclusivement"	6	3	1.0485	0	-1.1038	3	0.2338
"influer"	5	1	0.1832	1	-0.3591	3	0.3665
"directement"	39	11	0.9448	8	-1.3653	20	0.4966
"combien"	14	4	0.5607	4	-0.3591	6	-0.2943
"crever"	14	8	2.7384	5	0.2498	1	-2.66
"bestiole"	17	2	-0.4701	2	-1.448	13	1.9433
"large"	20	3	-0.3502	9	0.65	8	-0.4312
"sen|sens"	139	27	0.2935	44	-0.5716	68	0.5339
"casser"	34	7	0.3122	17	1.3425	10	-1.4623
"entrainer"	5	1	0.1832	1	-0.3591	3	0.3665
"pousse"	4	1	0.2411	1	-0.2431	2	0.2011
"run"	14	5	0.9451	2	-1.0479	7	0.3079
"troupe"	7	3	0.8705	3	0.3401	1	-1.0411
"bas"	46	7	-0.496	19	0.6837	20	-0.3867
"recherche"	58	13	0.5005	22	0.4711	23	-0.7199
"communauté"	11	2	-0.1914	1	-1.191	8	1.143
"forum"	6	2	0.4878	0	-1.1038	4	0.5584
"ressortir"	14	4	0.5607	4	-0.3591	6	-0.2943
"polyvalent"	3	1	0.3254	1	-0.1399	1	-0.2549
"composition"	10	3	0.525	4	0.3247	3	-0.6196
"octroyer"	6	2	0.4878	1	-0.4842	3	0.2338
"XP"	6	1	-0.1709	1	-0.4842	4	0.5584
"paquet"	11	5	1.3651	3	-0.3579	3	-0.7722
"immersion"	60	12	0.3098	19	-0.4256	29	0.3744
"continent"	5	1	0.1832	2	0.2498	2	-0.2442
"côtoyer"	5	3	1.2836	0	-0.9198	2	-0.2442
"préférable"	3	1	0.3254	0	-0.5519	2	0.3527
"quant"	27	4	-0.4127	6	-0.9038	17	1.2159
"["	16	2	-0.4183	4	-0.5188	10	0.8345
"]"	17	2	-0.4701	4	-0.6066	11	1.0005
"quelqu'un"	23	6	0.5663	3	-1.6955	14	0.9361
"naître"	17	3	-0.2351	6	0.2486	8	0.2461
"mérite"	26	8	0.9598	6	-0.8153	12	-0.24
"complétement"	6	3	1.0485	0	-1.1038	3	0.2338
"derrière"	44	7	-0.4305	21	1.3147	16	-0.9152
"immersif"	30	6	0.2763	5	-1.581	19	1.3446
"Putain"	2	1	0.4593	0	-0.3679	1	0.148
"bandage"	3	1	0.3254	0	-0.5519	2	0.3527
"surplus"	3	2	1.0153	0	-0.5519	1	-0.2549
"soutenir"	13	3	0.3288	4	-0.2882	6	-0.2157
"rembourser"	2	2	1.4329	0	-0.3679	0	-0.5394
"calculer"	10	2	0.2219	3	-0.2785	5	0.2772
"conclure"	10	1	-0.3979	4	0.3247	5	0.2772
"creuser"	7	2	0.3963	1	-0.6164	4	0.3782
"fur"	38	3	-1.308	11	-0.5308	24	1.5692
"mesure"	59	7	-1.0097	19	-0.3863	33	1.0601
"cribler"	3	1	0.3254	1	-0.1399	1	-0.2549
"chronique"	3	1	0.3254	1	-0.1399	1	-0.2549
"échouer"	12	1	-0.526	7	1.1012	4	-0.5621
"pactole"	2	2	1.4329	0	-0.3679	0	-0.5394
"dimanche"	5	1	0.1832	3	0.6422	1	-0.6238
"On"	43	3	-1.6257	17	0.5313	23	0.6734
"tailler"	4	1	0.2411	2	0.3678	1	-0.4311
"vengeance"	24	1	-1.3971	7	-0.4251	16	1.4475
"re-remplisse"	2	1	0.4593	0	-0.3679	1	0.148
"préalable"	4	2	0.7726	0	-0.7359	2	0.2011
"déposer"	5	3	1.2836	1	-0.3591	1	-0.6238
"stock"	5	1	0.1832	0	-0.9198	4	0.841
"réapparaître"	4	2	0.7726	2	0.3678	0	-1.0787
"soigneur"	3	1	0.3254	1	-0.1399	1	-0.2549
"pouf"	3	1	0.3254	2	0.5601	0	-0.809
"amnésie"	3	1	0.3254	0	-0.5519	2	0.3527
"accord"	28	3	-0.7304	8	-0.4848	17	1.0484
"crédibilité"	10	3	0.525	3	-0.2785	4	-0.3263
"justification"	6	2	0.4878	4	0.9493	0	-1.6181
"accepter"	20	4	0.2569	7	0.2472	9	-0.2625
"autrement"	17	4	0.3788	8	0.6973	5	-0.9052
"envisager"	8	2	0.3248	3	0.2511	3	-0.349
"psychologiquement"	5	3	1.2836	0	-0.9198	2	-0.2442
"positionnement"	7	1	-0.2229	0	-1.2878	6	1.3832
"favorite"	3	3	2.1493	0	-0.5519	0	-0.809
"vaguement"	8	5	2.06	3	0.2511	0	-2.1575
"orienter"	18	2	-0.5237	8	0.5889	8	-0.2717
"front"	2	1	0.4593	1	0.2431	0	-0.5394
"archer"	6	2	0.4878	3	0.4641	1	-0.8282
"arrière"	19	5	0.5305	4	-0.7957	10	0.4315
"positionner"	6	1	-0.1709	2	-0.1828	3	0.2338
"voilà"	46	15	1.6629	13	-0.634	18	-0.6858
"formation"	6	2	0.4878	0	-1.1038	4	0.5584
"naturel"	26	4	-0.3742	10	0.3904	12	-0.24
"répandre"	5	2	0.6079	1	-0.3591	2	-0.2442
"locomotion"	3	1	0.3254	1	-0.1399	1	-0.2549
"millier"	7	2	0.3963	1	-0.6164	4	0.3782
"persévérer"	4	2	0.7726	1	-0.2431	1	-0.4311
"profil"	5	1	0.1832	1	-0.3591	3	0.3665
"plaisanterie"	2	1	0.4593	1	0.2431	0	-0.5394
"case"	13	2	-0.2749	3	-0.5371	8	0.6902
"carré"	11	2	-0.1914	9	2.7382	0	-2.9665
"coin"	29	6	0.3066	13	0.7814	10	-0.8584
"environnement"	82	9	-1.4732	33	0.7816	40	0.4398
"exigu"	4	2	0.7726	1	-0.2431	1	-0.4311
"aligner"	5	3	1.2836	1	-0.3591	1	-0.6238
"primer"	3	1	0.3254	0	-0.5519	2	0.3527
"sérieusement"	12	7	2.5131	5	0.3947	0	-3.2362
"excuse"	9	2	0.2679	2	-0.4581	5	0.3887
"développeur"	9	2	0.2679	7	1.9874	0	-2.4271
"lol"	7	4	1.5373	1	-0.6164	2	-0.534
"manquer"	138	31	0.715	66	3.0616	41	-4.2779
"ergonomique"	4	1	0.2411	1	-0.2431	2	0.2011
"écran"	64	13	0.3362	23	0.3441	28	-0.4065
"appuyer"	50	17	2.0117	21	0.7755	12	-3.0015
"ouvrir"	80	19	0.7321	28	0.2951	33	-0.6649
"bouton"	52	19	2.5823	16	-0.4681	17	-1.4814
"visuel"	56	13	0.5688	19	-0.2807	24	-0.4502
"bordélique"	8	3	0.7305	1	-0.7541	4	0.2579
"heureusement"	22	8	1.3415	6	-0.497	8	-0.6234
"démerder"	2	1	0.4593	0	-0.3679	1	0.148
"entrer"	25	3	-0.5772	8	-0.3128	14	0.6606
"partout"	69	13	-0.2659	37	3.0571	19	-2.9493
"raccourcir"	5	1	0.1832	1	-0.3591	3	0.3665
"ya"	6	2	0.4878	0	-1.1038	4	0.5584
"bizarre"	19	4	0.2924	6	-0.3023	9	0.2594
"afficher"	23	4	-0.2682	8	0.2458	11	0.2832
"zapper"	4	2	0.7726	0	-0.7359	2	0.2011
"bulle"	3	1	0.3254	2	0.5601	0	-0.809
"blabla"	2	2	1.4329	0	-0.3679	0	-0.5394
"RPG"	2	2	1.4329	0	-0.3679	0	-0.5394
"tactical"	2	1	0.4593	0	-0.3679	1	0.148
"inutilisable"	2	2	1.4329	0	-0.3679	0	-0.5394
"accomplissement"	2	1	0.4593	0	-0.3679	1	0.148
"ludique"	43	12	0.9666	10	-1.1049	21	0.3719
"affirmer"	6	1	-0.1709	2	-0.1828	3	0.2338
"pisse"	6	3	1.0485	2	-0.1828	1	-0.8282
"date"	12	4	0.7331	2	-0.7978	6	0.2936
"période"	36	17	3.8847	6	-1.8227	13	-0.8362
"Early"	2	1	0.4593	0	-0.3679	1	0.148
"multiple"	23	6	0.5663	6	-0.5708	11	0.2832
"abnégation"	2	2	1.4329	0	-0.3679	0	-0.5394
"religion"	10	2	0.2219	1	-1.0421	7	0.9307
"ressortir|ressortir"	9	3	0.6176	3	-0.2072	3	-0.4778
"rouage"	3	1	0.3254	1	-0.1399	1	-0.2549
"graphiquement"	26	8	0.9598	6	-0.8153	12	-0.24
"bande"	82	16	0.2867	30	0.4118	36	-0.424
"admettre"	13	5	1.0653	2	-0.9209	6	-0.2157
"anticiper"	6	0	-0.5559	2	-0.1828	4	0.5584
"$"	6	2	0.4878	3	0.4641	1	-0.8282
"€"	11	1	-0.461	4	0.2507	6	0.3984
"interroger"	3	0	-0.278	0	-0.5519	3	1.0045
"rogue"	5	0	-0.4633	2	0.2498	3	0.3665
"récent"	9	4	1.1216	1	-0.8963	4	-0.2281
"studio"	31	3	-0.894	13	0.6095	15	0.3231
"bug"	15	8	2.4872	3	-0.7388	4	-0.9917
"fermer"	10	0	-0.9265	4	0.3247	6	0.5392
"régler"	19	1	-1.0186	4	-0.7957	14	1.8373
"réaliser"	68	16	0.6527	23	-0.2948	29	-0.4973
"débloquer"	63	9	-0.6874	23	0.3802	31	0.4379
"jouable"	15	5	0.8401	7	0.6328	3	-1.4633
"grossir"	3	0	-0.278	2	0.5601	1	-0.2549
"personnellement"	20	1	-1.0929	9	0.65	10	0.3434
"voleur"	8	0	-0.7412	1	-0.7541	7	1.666
"dps"	2	0	-0.1853	0	-0.3679	2	0.6696
"https"	12	3	0.3834	4	-0.224	5	-0.3086
"www"	22	6	0.6267	6	-0.497	10	-0.2542
"com"	24	6	0.5117	10	0.5285	8	-0.8441
"watch"	12	2	-0.2318	5	0.3947	5	-0.3086
"v"	12	2	-0.2318	5	0.3947	5	-0.3086
"="	51	4	-1.6592	16	-0.4235	31	1.5814
"10aine"	2	0	-0.1853	0	-0.3679	2	0.6696
"compteur"	6	2	0.4878	3	0.4641	1	-0.8282
"façon"	157	26	-0.6347	55	0.3211	76	0.4921
"multiplier"	12	4	0.7331	3	-0.4444	5	-0.3086
"quatre"	55	9	-0.4324	22	0.6264	24	-0.397
"coucher"	29	7	0.499	6	-1.0901	16	0.6608
"tiens"	4	1	0.2411	1	-0.2431	2	0.2011
"fiche"	3	0	-0.278	0	-0.5519	3	1.0045
"pistolet"	13	1	-0.5926	1	-1.4963	11	2.2686
"tirer"	61	10	-0.4475	16	-0.967	35	1.2718
"distance"	20	3	-0.3502	7	0.2472	10	0.3434
"panoplie"	8	1	-0.2785	1	-0.7541	6	0.9965
"expérimenter"	8	1	-0.2785	3	0.2511	4	0.2579
"glisser"	13	0	-1.2045	3	-0.5371	10	1.5969
"graphique"	68	21	1.841	11	-3.1993	36	0.789
"subtil"	16	2	-0.4183	3	-0.8466	11	1.2229
"proposition"	5	0	-0.4633	2	0.2498	3	0.3665
"oreille"	15	1	-0.7302	6	0.3763	8	0.4158
"atmosphérique"	2	0	-0.1853	0	-0.3679	2	0.6696
"passage"	114	22	0.2771	47	1.0905	45	-1.0623
"recouvrir"	3	1	0.3254	0	-0.5519	2	0.3527
"moyenner"	2	0	-0.1853	1	0.2431	1	0.148
"pièce"	18	2	-0.5237	7	0.3624	9	0.3325
"séquelle"	3	0	-0.278	0	-0.5519	3	1.0045
"aura"	8	0	-0.7412	2	-0.3575	6	0.9965
"sceptique"	3	0	-0.278	2	0.5601	1	-0.2549
"céder"	5	0	-0.4633	1	-0.3591	4	0.841
"craintif"	4	1	0.2411	1	-0.2431	2	0.2011
"énième"	5	1	0.1832	1	-0.3591	3	0.3665
"artificiel"	14	1	-0.6607	6	0.4616	7	0.3079
"caisse"	6	1	-0.1709	3	0.4641	2	-0.3806
"atypique"	13	0	-1.2045	5	0.3142	8	0.6902
"mélange"	28	4	-0.4526	6	-0.9955	18	1.3736
"comics"	4	0	-0.3706	1	-0.2431	3	0.5874
"influence"	11	0	-1.0192	4	0.2507	7	0.7062
"auteur"	10	1	-0.3979	4	0.3247	5	0.2772
"magnifique"	101	10	-2.0726	36	0.3527	55	1.2188
"sublimer"	16	3	-0.2009	4	-0.5188	9	0.5375
"claquer"	6	2	0.4878	2	-0.1828	2	-0.3806
"littéralement"	22	7	0.9481	3	-1.5661	12	0.5452
"dynamiser"	6	0	-0.5559	2	-0.1828	4	0.5584
"sarcasme"	2	0	-0.1853	1	0.2431	1	0.148
"accorder"	13	0	-1.2045	3	-0.5371	10	1.5969
"vingtaine"	20	2	-0.6355	11	1.3153	7	-0.6632
"patriarche"	2	1	0.4593	0	-0.3679	1	0.148
"tendance"	29	4	-0.4939	13	0.7814	12	-0.4334
"rond"	21	5	0.4226	8	0.3513	8	-0.5235
"surfer"	6	1	-0.1709	2	-0.1828	3	0.2338
"bord"	12	2	-0.2318	4	-0.224	6	0.2936
"mer"	6	1	-0.1709	2	-0.1828	3	0.2338
"pur"	38	2	-1.8237	13	-0.2533	23	1.2618
"tradition"	7	1	-0.2229	4	0.7163	2	-0.534
"ceci"	28	3	-0.7304	12	0.6371	13	0.2472
"nettoyer"	3	0	-0.278	1	-0.1399	2	0.3527
"babiole"	3	0	-0.278	1	-0.1399	2	0.3527
"lot"	23	5	0.3366	8	0.2458	10	-0.3197
"casse-pipe"	2	0	-0.1853	1	0.2431	1	0.148
"souligner"	28	4	-0.4526	6	-0.9955	18	1.3736
"utilité"	7	1	-0.2229	3	0.3401	3	-0.2355
"sein"	20	3	-0.3502	8	0.4182	9	-0.2625
"combinaison"	17	5	0.6665	5	-0.3607	7	-0.364
"attribuer"	8	3	0.7305	1	-0.7541	4	0.2579
"sang"	38	6	-0.4135	11	-0.5308	21	0.7675
"étourdir"	2	0	-0.1853	0	-0.3679	2	0.6696
"esquive"	19	2	-0.5789	10	1.0937	7	-0.5552
"dessus"	72	12	-0.4498	26	0.3641	34	0.3183
"hache"	5	0	-0.4633	2	0.2498	3	0.3665
"dent"	11	2	-0.1914	4	0.2507	5	-0.2216
"tabasser"	9	3	0.6176	3	-0.2072	3	-0.4778
"saigner"	5	2	0.6079	1	-0.3591	2	-0.2442
"poulpe"	2	1	0.4593	0	-0.3679	1	0.148
"maltraiter"	4	1	0.2411	1	-0.2431	2	0.2011
"immondice"	3	1	0.3254	0	-0.5519	2	0.3527
"bestiaire"	14	1	-0.6607	3	-0.6355	10	1.2836
"enjeu"	30	10	1.3171	10	-0.2762	10	-0.9693
"bijou"	8	0	-0.7412	0	-1.4718	8	2.6786
"pattern"	11	1	-0.461	7	1.3309	3	-0.7722
"spécifique"	11	4	0.8413	1	-1.191	6	0.3984
"mouille"	2	0	-0.1853	0	-0.3679	2	0.6696
"descendre"	23	1	-1.3202	10	0.613	12	0.446
"pédale"	2	0	-0.1853	0	-0.3679	2	0.6696
"gugusse"	3	0	-0.278	2	0.5601	1	-0.2549
"compromettre"	2	0	-0.1853	1	0.2431	1	0.148
"enrichir"	14	0	-1.2971	4	-0.3591	10	1.2836
"danger"	15	2	-0.3684	7	0.6328	6	-0.3839
"impérativement"	4	1	0.2411	0	-0.7359	3	0.5874
"gout"	11	0	-1.0192	5	0.4955	6	0.3984
"affiner"	4	0	-0.3706	1	-0.2431	3	0.5874
"mécaniquement"	2	0	-0.1853	1	0.2431	1	0.148
"amélioration"	38	2	-1.8237	8	-1.272	28	3.2531
"échoppe"	3	0	-0.278	0	-0.5519	3	1.0045
"mauvais"	122	43	4.6315	41	-0.3408	38	-3.3193
"lasser"	27	7	0.6	13	0.9957	7	-1.5992
"grinding"	4	0	-0.3706	0	-0.7359	4	1.3393
"safe"	2	0	-0.1853	1	0.2431	1	0.148
"restreindre"	10	2	0.2219	6	1.0482	2	-1.0639
"assaut"	16	1	-0.8008	6	0.3062	9	0.5375
"brièvement"	4	1	0.2411	0	-0.7359	3	0.5874
"poing"	9	2	0.2679	5	0.7854	2	-0.8779
"misérable"	3	1	0.3254	0	-0.5519	2	0.3527
"nature"	30	9	0.9748	7	-0.8699	14	0.2573
"indemne"	2	1	0.4593	0	-0.3679	1	0.148
"confiance"	13	1	-0.5926	5	0.3142	7	0.4073
"trentaine"	10	0	-0.9265	4	0.3247	6	0.5392
"prudent"	3	0	-0.278	1	-0.1399	2	0.3527
"confiant"	2	0	-0.1853	0	-0.3679	2	0.6696
"saurer"	12	2	-0.2318	3	-0.4444	7	0.5368
"is"	14	0	-1.2971	6	0.4616	8	0.5365
"it"	12	0	-1.1118	1	-1.3426	11	2.8435
"of"	59	6	-1.3217	12	-1.8868	41	3.5812
"the"	75	7	-1.8034	18	-1.4755	50	3.5363
"light"	4	2	0.7726	0	-0.7359	2	0.2011
"critiquer"	22	3	-0.4362	6	-0.497	13	0.7952
"coller"	41	11	0.826	12	-0.5265	18	-0.3529
"bravo"	7	1	-0.2229	1	-0.6164	5	0.77
"merci"	11	1	-0.461	5	0.4955	5	-0.2216
"jouissif"	47	7	-0.5302	15	-0.3793	25	0.6787
"addictives"	2	0	-0.1853	2	0.9236	0	-0.5394
"longueur"	29	3	-0.7839	13	0.7814	13	-0.2886
"redondant"	20	7	1.14	9	0.65	4	-1.844
"boucle"	23	12	3.3918	6	-0.5708	5	-1.8584
"financer"	2	0	-0.1853	2	0.9236	0	-0.5394
"écriture"	21	4	-0.2062	11	1.151	6	-1.1072
"anecdotique"	16	5	0.7479	6	0.3062	5	-0.768
"interêt"	4	1	0.2411	1	-0.2431	2	0.2011
"transport"	5	1	0.1832	3	0.6422	1	-0.6238
"encourageant"	2	1	0.4593	1	0.2431	0	-0.5394
"éventuel"	8	0	-0.7412	5	0.9967	3	-0.349
"corriger"	48	9	-0.2554	14	-0.5723	25	0.5975
"récemment"	9	1	-0.3369	5	0.7854	3	-0.4778
"plonger"	51	8	-0.4773	15	-0.568	28	0.8658
"dès"	76	19	0.888	23	-0.5911	34	-0.3553
"combo"	18	7	1.3745	4	-0.699	7	-0.4552
"gagnant"	3	0	-0.278	1	-0.1399	2	0.3527
"doter"	32	9	0.836	8	-0.7643	15	0.267
"hériter"	6	0	-0.5559	3	0.4641	3	0.2338
"charger"	17	3	-0.2351	3	-0.9584	11	1.0005
"sauvegarder"	12	4	0.7331	2	-0.7978	6	0.2936
"grandement"	23	5	0.3366	4	-1.219	14	0.9361
"merder"	2	0	-0.1853	1	0.2431	1	0.148
"recharger"	6	0	-0.5559	2	-0.1828	4	0.5584
"mortel"	12	4	0.7331	5	0.3947	3	-0.934
"inverse"	13	2	-0.2749	4	-0.2882	7	0.4073
"synonyme"	8	1	-0.2785	3	0.2511	4	0.2579
"rechercher"	27	8	0.8831	8	-0.4236	11	-0.4519
"bah"	13	7	2.2558	3	-0.5371	3	-1.1039
"plait"	8	2	0.3248	1	-0.7541	5	0.5453
"jugement"	6	0	-0.5559	4	0.9493	2	-0.3806
"hein"	22	8	1.3415	6	-0.497	8	-0.6234
"détail"	87	16	-0.3116	28	-0.4342	43	0.5043
"prérequis"	2	0	-0.1853	1	0.2431	1	0.148
"convaincre"	20	6	0.7676	10	0.9477	4	-1.844
"survie"	11	0	-1.0192	2	-0.6792	9	1.7385
"estimer"	10	4	0.969	2	-0.5657	4	-0.3263
"risque"	32	4	-0.6257	14	0.744	14	-0.338
"couleur"	64	13	0.3362	22	-0.2619	29	-0.3091
"décéder"	2	0	-0.1853	1	0.2431	1	0.148
"prévenir"	11	3	0.448	3	-0.3579	5	-0.2216
"redorer"	4	1	0.2411	1	-0.2431	2	0.2011
"blason"	3	1	0.3254	0	-0.5519	2	0.3527
"rôder"	3	1	0.3254	0	-0.5519	2	0.3527
"bai|baie"	2	0	-0.1853	0	-0.3679	2	0.6696
"cave"	4	1	0.2411	2	0.3678	1	-0.4311
"mutant"	11	4	0.8413	2	-0.6792	5	-0.2216
"égout"	2	1	0.4593	0	-0.3679	1	0.148
"Darkest"	6	0	-0.5559	0	-1.1038	6	2.009
"préférence"	4	0	-0.3706	2	0.3678	2	0.2011
"compo"	5	0	-0.4633	1	-0.3591	4	0.841
"définitivement"	19	1	-1.0186	10	1.0937	8	-0.3471
"génial"	51	12	0.5767	14	-0.7436	25	0.4
"frustrer"	32	4	-0.6257	13	0.5368	15	0.267
"économique"	3	0	-0.278	1	-0.1399	2	0.3527
"exact"	5	0	-0.4633	2	0.2498	3	0.3665
"gourmand"	2	0	-0.1853	1	0.2431	1	0.148
"eau"	42	7	-0.3692	20	1.2623	15	-0.9528
"pratique"	29	5	-0.2955	15	1.3723	9	-1.1486
"catacombe"	3	0	-0.278	1	-0.1399	2	0.3527
"déplacer"	41	7	-0.3402	18	0.8643	16	-0.6563
"queue"	16	2	-0.4183	6	0.3062	8	0.3208
"leu"	2	0	-0.1853	0	-0.3679	2	0.6696
"surveiller"	5	2	0.6079	1	-0.3591	2	-0.2442
"endurance"	3	1	0.3254	0	-0.5519	2	0.3527
"alimenter"	4	2	0.7726	0	-0.7359	2	0.2011
"récompense"	14	3	0.2824	7	0.7605	4	-0.84
"costaud"	3	0	-0.278	1	-0.1399	2	0.3527
"dépenser"	8	2	0.3248	2	-0.3575	4	0.2579
"bâtiment"	52	4	-1.7207	21	0.6437	27	0.6061
"badass"	8	1	-0.2785	2	-0.3575	5	0.5453
"touche"	59	15	0.8297	20	-0.2844	24	-0.6315
"huiler"	4	1	0.2411	0	-0.7359	3	0.5874
"sueur"	4	1	0.2411	0	-0.7359	3	0.5874
"larme"	17	2	-0.4701	5	-0.3607	10	0.672
"exploiter"	38	13	1.6751	8	-1.272	17	-0.3084
"percevoir"	4	1	0.2411	1	-0.2431	2	0.2011
"cracher"	11	2	-0.1914	5	0.4955	4	-0.4382
"pause"	10	3	0.525	3	-0.2785	4	-0.3263
"courage"	11	3	0.448	5	0.4955	3	-0.7722
"intelligence"	18	3	-0.2714	4	-0.699	11	0.8178
"vicieux"	5	1	0.1832	2	0.2498	2	-0.2442
"dungeon"	5	0	-0.4633	2	0.2498	3	0.3665
"crawler"	4	0	-0.3706	2	0.3678	2	0.2011
"early"	4	0	-0.3706	0	-0.7359	4	1.3393
"février"	4	0	-0.3706	0	-0.7359	4	1.3393
"subit"	6	1	-0.1709	2	-0.1828	3	0.2338
"rectifier"	3	0	-0.278	1	-0.1399	2	0.3527
"rôle"	37	5	-0.5864	10	-0.6619	22	1.1293
"château"	13	2	-0.2749	2	-0.9209	9	1.0802
"provenir"	5	1	0.1832	1	-0.3591	3	0.3665
"portail"	3	0	-0.278	0	-0.5519	3	1.0045
"fondation"	5	0	-0.4633	1	-0.3591	4	0.841
"annoncer"	37	11	1.0795	9	-0.8954	17	-0.2581
"cadeau"	10	2	0.2219	1	-1.0421	7	0.9307
"recommencer"	47	13	0.9886	20	0.8019	14	-1.7973
"procédural"	2	0	-0.1853	0	-0.3679	2	0.6696
"bourgade"	7	0	-0.6486	4	0.7163	3	-0.2355
"rétablir"	5	1	0.1832	2	0.2498	2	-0.2442
"croiser"	31	6	0.2488	6	-1.2875	19	1.1735
"zone"	105	10	-2.2785	38	0.4027	57	1.2183
"force|forces"	17	2	-0.4701	4	-0.6066	11	1.0005
"croisé"	8	3	0.7305	4	0.5473	1	-1.2606
"précisément"	13	4	0.6405	3	-0.5371	6	-0.2157
"modifier"	20	0	-1.8531	8	0.4182	12	0.805
"enchaîner"	46	8	-0.3324	15	-0.3382	23	0.4462
"physiquement"	5	2	0.6079	1	-0.3591	2	-0.2442
"mentalement"	3	0	-0.278	1	-0.1399	2	0.3527
"indique"	5	2	0.6079	1	-0.3591	2	-0.2442
"emparer"	6	1	-0.1709	1	-0.4842	4	0.5584
"cour"	4	0	-0.3706	0	-0.7359	4	1.3393
"incontrôlable"	2	0	-0.1853	1	0.2431	1	0.148
"négatif"	27	7	0.6	8	-0.4236	12	-0.2979
"guilde"	5	1	0.1832	0	-0.9198	4	0.841
"repartir"	9	2	0.2679	5	0.7854	2	-0.8779
